City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
270,Prachuap Khiri Khan,TH,2021-09-22 00:38:56,12.2167,99.75,73.71,87,100,2.8
271,Wilmington Island,US,2021-09-22 00:38:56,32.0036,-80.9737,79.99,90,75,0.0
272,Antofagasta,CL,2021-09-22 00:38:56,-23.65,-70.4,56.48,80,100,6.55
273,Myaundzha,RU,2021-09-22 00:38:57,63.0494,147.1858,40.78,54,7,3.49
274,Atasu,KZ,2021-09-22 00:38:57,48.6814,71.6433,34.56,64,100,7.65
275,San Quintin,MX,2021-09-22 00:38:57,30.4833,-115.95,74.8,68,0,11.5
276,Fuyang,CN,2021-09-22 00:38:58,32.9,115.8167,79.29,74,0,7.96
277,Beringovskiy,RU,2021-09-22 00:38:58,63.05,179.3167,37.18,80,100,9.95
278,Mahibadhoo,MV,2021-09-22 00:38:59,3.7833,72.9667,84.31,70,1,16.46
279,Turayf,SA,2021-09-22 00:38:59,31.6725,38.6637,71.85,35,0,5.75
280,Aksarka,RU,2021-09-22 00:38:59,66.5606,67.7975,37.09,91,100,5.44
281,Maumere,ID,2021-09-22 00:39:00,-8.6199,122.2111,84.06,59,83,1.92
282,Wickede,DE,2021-09-22 00:39:00,51.4833,7.8667,50.14,85,100,8.05
283,Pochutla,MX,2021-09-22 00:39:00,15.7432,-96.4661,87.62,82,68,1.86
284,Skibbereen,IE,2021-09-22 00:39:01,51.55,-9.2667,58.8,75,83,12.1
285,Buraydah,SA,2021-09-22 00:39:01,26.326,43.975,75.65,24,1,3.76
286,New Norfolk,AU,2021-09-22 00:39:02,-42.7826,147.0587,67.75,59,8,1.01
287,Nantucket,US,2021-09-22 00:35:30,41.2835,-70.0995,70.0,88,75,11.5
288,Corralillo,CU,2021-09-22 00:39:02,22.9819,-80.5856,81.27,80,100,11.52
289,Kaoma,ZM,2021-09-22 00:39:03,-14.7833,24.8,64.33,24,0,6.44
290,Nipawin,CA,2021-09-22 00:39:03,53.3668,-104.0009,66.24,32,40,8.05
291,Cherskiy,RU,2021-09-22 00:39:03,68.75,161.3,33.85,45,100,8.3
